,BOROUGH,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,TOTAL_CALL
7776309,MANHATTAN,2018-06-29,91,72,1.03,10,16,4,3,False,1222
7776303,RICHMOND / STATEN ISLAND,2018-06-29,91,72,1.03,10,16,4,3,False,186
7776295,QUEENS,2018-06-29,91,72,1.03,10,16,4,3,False,899
7776298,BRONX,2018-06-29,91,72,1.03,10,16,4,3,False,1034
7776300,BROOKLYN,2018-06-29,91,72,1.03,10,16,4,3,False,1269
7780905,MANHATTAN,2018-06-30,95,74,0.0,10,12,5,3,False,1216
7780906,BRONX,2018-06-30,95,74,0.0,10,12,5,3,False,1037
7780909,QUEENS,2018-06-30,95,74,0.0,10,12,5,3,False,950
7780912,BROOKLYN,2018-06-30,95,74,0.0,10,12,5,3,False,1376
7780942,RICHMOND / STATEN ISLAND,2018-06-30,95,74,0.0,10,12,5,3,False,196
7785680,QUEENS,2018-07-01,96,79,0.0,10,12,6,3,False,901
7785681,BRONX,2018-07-01,96,79,0.0,10,12,6,3,False,958
7785684,BROOKLYN,2018-07-01,96,79,0.0,10,12,6,3,False,1339
7785685,MANHATTAN,2018-07-01,96,79,0.0,10,12,6,3,False,1165
7785689,RICHMOND / STATEN ISLAND,2018-07-01,96,79,0.0,10,12,6,3,False,182
7820408,RICHMOND / STATEN ISLAND,2018-07-02,94,78,0.0,10,18,0,3,False,182
7820398,BROOKLYN,2018-07-02,94,78,0.0,10,18,0,3,False,1341
7820407,MANHATTAN,2018-07-02,94,78,0.0,10,18,0,3,False,1186
7820396,BRONX,2018-07-02,94,78,0.0,10,18,0,3,False,1061
7820395,QUEENS,2018-07-02,94,78,0.0,10,18,0,3,False,932
7790254,RICHMOND / STATEN ISLAND,2018-07-03,91,79,0.0,10,14,1,3,False,186
7790229,BROOKLYN,2018-07-03,91,79,0.0,10,14,1,3,False,1231
7790227,MANHATTAN,2018-07-03,91,79,0.0,10,14,1,3,False,1188
7790225,BRONX,2018-07-03,91,79,0.0,10,14,1,3,False,1026
7790232,QUEENS,2018-07-03,91,79,0.0,10,14,1,3,False,870
7794730,MANHATTAN,2018-07-04,89,78,0.01,10,15,2,3,True,1092
7794818,RICHMOND / STATEN ISLAND,2018-07-04,89,78,0.01,10,15,2,3,True,173
7794731,BRONX,2018-07-04,89,78,0.01,10,15,2,3,True,981
7794727,QUEENS,2018-07-04,89,78,0.01,10,15,2,3,True,837
7794732,BROOKLYN,2018-07-04,89,78,0.01,10,15,2,3,True,1298
7799108,BRONX,2018-07-05,90,78,0.0,10,20,3,3,False,1212
7799111,QUEENS,2018-07-05,90,78,0.0,10,20,3,3,False,929
7799114,BROOKLYN,2018-07-05,90,78,0.0,10,20,3,3,False,1407
7799116,RICHMOND / STATEN ISLAND,2018-07-05,90,78,0.0,10,20,3,3,False,182
7799124,MANHATTAN,2018-07-05,90,78,0.0,10,20,3,3,False,1251
7804093,QUEENS,2018-07-06,83,73,0.05,10,20,4,3,False,845
7804094,BROOKLYN,2018-07-06,83,73,0.05,10,20,4,3,False,1186
7804105,RICHMOND / STATEN ISLAND,2018-07-06,83,73,0.05,10,20,4,3,False,176
7804089,BRONX,2018-07-06,83,73,0.05,10,20,4,3,False,983
7804090,MANHATTAN,2018-07-06,83,73,0.05,10,20,4,3,False,1108
7808389,QUEENS,2018-07-07,77,64,0.04,10,20,5,3,False,768
7808390,MANHATTAN,2018-07-07,77,64,0.04,10,20,5,3,False,962
7808388,BROOKLYN,2018-07-07,77,64,0.04,10,20,5,3,False,1114
7808387,BRONX,2018-07-07,77,64,0.04,10,20,5,3,False,927
7808405,RICHMOND / STATEN ISLAND,2018-07-07,77,64,0.04,10,20,5,3,False,165
7812326,QUEENS,2018-07-08,82,67,0.0,10,12,6,3,False,793
7812329,MANHATTAN,2018-07-08,82,67,0.0,10,12,6,3,False,942
7812337,RICHMOND / STATEN ISLAND,2018-07-08,82,67,0.0,10,12,6,3,False,180
7812339,BROOKLYN,2018-07-08,82,67,0.0,10,12,6,3,False,1105
7812323,BRONX,2018-07-08,82,67,0.0,10,12,6,3,False,868
7816217,MANHATTAN,2018-07-09,89,70,0.0,10,17,0,3,False,968
7816224,QUEENS,2018-07-09,89,70,0.0,10,17,0,3,False,828
7816219,BROOKLYN,2018-07-09,89,70,0.0,10,17,0,3,False,1214
7816211,BRONX,2018-07-09,89,70,0.0,10,17,0,3,False,999
7816237,RICHMOND / STATEN ISLAND,2018-07-09,89,70,0.0,10,17,0,3,False,175
7825097,BROOKLYN,2018-07-11,86,76,0.0,10,14,2,3,False,1229
7825098,BRONX,2018-07-11,86,76,0.0,10,14,2,3,False,1015
7825099,QUEENS,2018-07-11,86,76,0.0,10,14,2,3,False,865
7825100,MANHATTAN,2018-07-11,86,76,0.0,10,14,2,3,False,1152
7825133,RICHMOND / STATEN ISLAND,2018-07-11,86,76,0.0,10,14,2,3,False,168
7829526,QUEENS,2018-07-12,85,68,0.59,10,16,3,3,False,824
7829527,BROOKLYN,2018-07-12,85,68,0.59,10,16,3,3,False,1188
7829528,MANHATTAN,2018-07-12,85,68,0.59,10,16,3,3,False,1141
7829535,RICHMOND / STATEN ISLAND,2018-07-12,85,68,0.59,10,16,3,3,False,166
7829541,BRONX,2018-07-12,85,68,0.59,10,16,3,3,False,979
7833943,RICHMOND / STATEN ISLAND,2018-07-13,84,71,0.0,10,15,4,3,False,171
7833838,MANHATTAN,2018-07-13,84,71,0.0,10,15,4,3,False,1188
7833825,QUEENS,2018-07-13,84,71,0.0,10,15,4,3,False,821
7833826,BRONX,2018-07-13,84,71,0.0,10,15,4,3,False,1009
7833828,BROOKLYN,2018-07-13,84,71,0.0,10,15,4,3,False,1170
7838184,QUEENS,2018-07-14,90,74,0.0,10,15,5,3,False,837
7838185,BROOKLYN,2018-07-14,90,74,0.0,10,15,5,3,False,1296
7838186,BRONX,2018-07-14,90,74,0.0,10,15,5,3,False,999
7838189,MANHATTAN,2018-07-14,90,74,0.0,10,15,5,3,False,1124
7838200,RICHMOND / STATEN ISLAND,2018-07-14,90,74,0.0,10,15,5,3,False,215
7842670,QUEENS,2018-07-15,86,72,0.99,10,22,6,3,False,793
7842666,RICHMOND / STATEN ISLAND,2018-07-15,86,72,0.99,10,22,6,3,False,149
7842656,BRONX,2018-07-15,86,72,0.99,10,22,6,3,False,964
7842658,BROOKLYN,2018-07-15,86,72,0.99,10,22,6,3,False,1185
7842664,MANHATTAN,2018-07-15,86,72,0.99,10,22,6,3,False,996
7846743,QUEENS,2018-07-16,92,78,0.04,10,20,0,3,False,858
7846744,BRONX,2018-07-16,92,78,0.04,10,20,0,3,False,1069
7846750,BROOKLYN,2018-07-16,92,78,0.04,10,20,0,3,False,1316
7846752,RICHMOND / STATEN ISLAND,2018-07-16,92,78,0.04,10,20,0,3,False,179
7846759,MANHATTAN,2018-07-16,92,78,0.04,10,20,0,3,False,1142
7851316,QUEENS,2018-07-17,88,73,0.0,10,17,1,3,False,845
7851335,RICHMOND / STATEN ISLAND,2018-07-17,88,73,0.0,10,17,1,3,False,170
7851309,MANHATTAN,2018-07-17,88,73,0.0,10,17,1,3,False,1168
7851307,BROOKLYN,2018-07-17,88,73,0.0,10,17,1,3,False,1215
7851311,BRONX,2018-07-17,88,73,0.0,10,17,1,3,False,1043
7855748,BROOKLYN,2018-07-18,85,71,1.6,10,17,2,3,False,1220
7855749,BRONX,2018-07-18,85,71,1.6,10,17,2,3,False,1063
7855751,QUEENS,2018-07-18,85,71,1.6,10,17,2,3,False,832
7855755,MANHATTAN,2018-07-18,85,71,1.6,10,17,2,3,False,1159
7855788,RICHMOND / STATEN ISLAND,2018-07-18,85,71,1.6,10,17,2,3,False,167
7860195,QUEENS,2018-07-19,83,69,0.0,10,13,3,3,False,797
7860194,BRONX,2018-07-19,83,69,0.0,10,13,3,3,False,986
7860190,RICHMOND / STATEN ISLAND,2018-07-19,83,69,0.0,10,13,3,3,False,185
7860189,MANHATTAN,2018-07-19,83,69,0.0,10,13,3,3,False,1122
7860191,BROOKLYN,2018-07-19,83,69,0.0,10,13,3,3,False,1164
7876754,RICHMOND / STATEN ISLAND,2018-07-20,82,70,0.0,10,14,4,3,False,138
7876742,BROOKLYN,2018-07-20,82,70,0.0,10,14,4,3,False,1234
7876741,QUEENS,2018-07-20,82,70,0.0,10,14,4,3,False,826
7876735,BRONX,2018-07-20,82,70,0.0,10,14,4,3,False,962
7876734,MANHATTAN,2018-07-20,82,70,0.0,10,14,4,3,False,1133
7864457,RICHMOND / STATEN ISLAND,2018-07-21,77,67,0.0,10,21,5,3,False,186
7864459,QUEENS,2018-07-21,77,67,0.0,10,21,5,3,False,787
7864451,MANHATTAN,2018-07-21,77,67,0.0,10,21,5,3,False,1072
7864446,BROOKLYN,2018-07-21,77,67,0.0,10,21,5,3,False,1173
7864443,BRONX,2018-07-21,77,67,0.0,10,21,5,3,False,1012
7868674,BRONX,2018-07-22,82,72,0.67,10,28,6,3,False,895
7868675,MANHATTAN,2018-07-22,82,72,0.67,10,28,6,3,False,909
7868677,QUEENS,2018-07-22,82,72,0.67,10,28,6,3,False,751
7868680,RICHMOND / STATEN ISLAND,2018-07-22,82,72,0.67,10,28,6,3,False,168
7868673,BROOKLYN,2018-07-22,82,72,0.67,10,28,6,3,False,1136
7872532,QUEENS,2018-07-23,86,76,0.4,10,26,0,3,False,810
7872533,BRONX,2018-07-23,86,76,0.4,10,26,0,3,False,978
7872540,MANHATTAN,2018-07-23,86,76,0.4,10,26,0,3,False,1086
7872541,BROOKLYN,2018-07-23,86,76,0.4,10,26,0,3,False,1168
7872546,RICHMOND / STATEN ISLAND,2018-07-23,86,76,0.4,10,26,0,3,False,160
7881035,RICHMOND / STATEN ISLAND,2018-07-24,86,77,0.07,10,24,1,3,False,159
7881032,MANHATTAN,2018-07-24,86,77,0.07,10,24,1,3,False,1102
7881028,QUEENS,2018-07-24,86,77,0.07,10,24,1,3,False,827
7881027,BRONX,2018-07-24,86,77,0.07,10,24,1,3,False,982
7881029,BROOKLYN,2018-07-24,86,77,0.07,10,24,1,3,False,1269
7885366,BROOKLYN,2018-07-25,80,74,0.6,10,21,2,3,False,1158
7885367,QUEENS,2018-07-25,80,74,0.6,10,21,2,3,False,741
7885368,RICHMOND / STATEN ISLAND,2018-07-25,80,74,0.6,10,21,2,3,False,163
7885369,MANHATTAN,2018-07-25,80,74,0.6,10,21,2,3,False,1074
7885383,BRONX,2018-07-25,80,74,0.6,10,21,2,3,False,910
7889412,QUEENS,2018-07-26,88,75,0.16,10,13,3,3,False,799
7889413,BRONX,2018-07-26,88,75,0.16,10,13,3,3,False,954
7889414,MANHATTAN,2018-07-26,88,75,0.16,10,13,3,3,False,1170
7889415,BROOKLYN,2018-07-26,88,75,0.16,10,13,3,3,False,1151
7889487,RICHMOND / STATEN ISLAND,2018-07-26,88,75,0.16,10,13,3,3,False,193
7893695,RICHMOND / STATEN ISLAND,2018-07-27,89,73,0.0,10,15,4,3,False,193
7893686,MANHATTAN,2018-07-27,89,73,0.0,10,15,4,3,False,1116
7893683,QUEENS,2018-07-27,89,73,0.0,10,15,4,3,False,802
7893680,BROOKLYN,2018-07-27,89,73,0.0,10,15,4,3,False,1233
7893679,BRONX,2018-07-27,89,73,0.0,10,15,4,3,False,963
7897986,QUEENS,2018-07-28,89,72,0.06,10,13,5,3,False,841
7897988,MANHATTAN,2018-07-28,89,72,0.06,10,13,5,3,False,1134
7897989,BRONX,2018-07-28,89,72,0.06,10,13,5,3,False,967
7897997,BROOKLYN,2018-07-28,89,72,0.06,10,13,5,3,False,1164
7898018,RICHMOND / STATEN ISLAND,2018-07-28,89,72,0.06,10,13,5,3,False,158
7933102,BRONX,2018-07-29,84,73,0.0,10,14,6,3,False,976
7933108,MANHATTAN,2018-07-29,84,73,0.0,10,14,6,3,False,981
7933110,RICHMOND / STATEN ISLAND,2018-07-29,84,73,0.0,10,14,6,3,False,153
7933101,QUEENS,2018-07-29,84,73,0.0,10,14,6,3,False,858
7933100,BROOKLYN,2018-07-29,84,73,0.0,10,14,6,3,False,1140
7902250,QUEENS,2018-07-30,81,73,0.0,10,14,0,3,False,827
7902251,MANHATTAN,2018-07-30,81,73,0.0,10,14,0,3,False,1086
7902257,BRONX,2018-07-30,81,73,0.0,10,14,0,3,False,1085
7902254,BROOKLYN,2018-07-30,81,73,0.0,10,14,0,3,False,1196
7902296,RICHMOND / STATEN ISLAND,2018-07-30,81,73,0.0,10,14,0,3,False,159
7906603,QUEENS,2018-07-31,82,71,0.0,10,12,1,3,False,788
7906614,BROOKLYN,2018-07-31,82,71,0.0,10,12,1,3,False,1235
7906633,RICHMOND / STATEN ISLAND,2018-07-31,82,71,0.0,10,12,1,3,False,175
7906612,MANHATTAN,2018-07-31,82,71,0.0,10,12,1,3,False,1064
7906605,BRONX,2018-07-31,82,71,0.0,10,12,1,3,False,936
7910803,MANHATTAN,2018-08-01,91,75,0.04,10,17,2,3,False,1068
7910804,BRONX,2018-08-01,91,75,0.04,10,17,2,3,False,912
7910801,BROOKLYN,2018-08-01,91,75,0.04,10,17,2,3,False,1211
7910802,QUEENS,2018-08-01,91,75,0.04,10,17,2,3,False,864
7910854,RICHMOND / STATEN ISLAND,2018-08-01,91,75,0.04,10,17,2,3,False,161
7937220,BROOKLYN,2018-08-02,89,79,0.0,10,18,3,3,False,1242
7937226,RICHMOND / STATEN ISLAND,2018-08-02,89,79,0.0,10,18,3,3,False,167
7937209,QUEENS,2018-08-02,89,79,0.0,10,18,3,3,False,875
7937208,BRONX,2018-08-02,89,79,0.0,10,18,3,3,False,1024
7937211,MANHATTAN,2018-08-02,89,79,0.0,10,18,3,3,False,1168
7941685,BROOKLYN,2018-08-03,87,76,0.21,10,21,4,3,False,1226
7941689,RICHMOND / STATEN ISLAND,2018-08-03,87,76,0.21,10,21,4,3,False,170
7941687,BRONX,2018-08-03,87,76,0.21,10,21,4,3,False,1009
7941686,MANHATTAN,2018-08-03,87,76,0.21,10,21,4,3,False,1195
7941684,QUEENS,2018-08-03,87,76,0.21,10,21,4,3,False,853
7915017,QUEENS,2018-08-04,88,73,0.19,10,13,5,3,False,864
7915018,BRONX,2018-08-04,88,73,0.19,10,13,5,3,False,967
7915022,MANHATTAN,2018-08-04,88,73,0.19,10,13,5,3,False,1135
7915025,BROOKLYN,2018-08-04,88,73,0.19,10,13,5,3,False,1270
7915053,RICHMOND / STATEN ISLAND,2018-08-04,88,73,0.19,10,13,5,3,False,197
7919484,RICHMOND / STATEN ISLAND,2018-08-05,94,78,1.34,10,10,6,3,False,176
7919463,BROOKLYN,2018-08-05,94,78,1.34,10,10,6,3,False,1186
7919453,BRONX,2018-08-05,94,78,1.34,10,10,6,3,False,1069
7919452,MANHATTAN,2018-08-05,94,78,1.34,10,10,6,3,False,1107
7919450,QUEENS,2018-08-05,94,78,1.34,10,10,6,3,False,877
7923865,QUEENS,2018-08-06,95,81,0.0,10,14,0,3,False,931
7923906,RICHMOND / STATEN ISLAND,2018-08-06,95,81,0.0,10,14,0,3,False,182
7923873,BROOKLYN,2018-08-06,95,81,0.0,10,14,0,3,False,1298
7923868,MANHATTAN,2018-08-06,95,81,0.0,10,14,0,3,False,1231
7923866,BRONX,2018-08-06,95,81,0.0,10,14,0,3,False,1096
7928618,QUEENS,2018-08-07,91,76,0.0,10,18,1,3,False,831
7928605,MANHATTAN,2018-08-07,91,76,0.0,10,18,1,3,False,1185
7928604,BRONX,2018-08-07,91,76,0.0,10,18,1,3,False,1059
7928603,BROOKLYN,2018-08-07,91,76,0.0,10,18,1,3,False,1247
7928630,RICHMOND / STATEN ISLAND,2018-08-07,91,76,0.0,10,18,1,3,False,175
7950695,RICHMOND / STATEN ISLAND,2018-08-08,91,77,0.0,10,15,2,3,False,169
7950692,MANHATTAN,2018-08-08,91,77,0.0,10,15,2,3,False,1184
7950689,BROOKLYN,2018-08-08,91,77,0.0,10,15,2,3,False,1193
7950687,BRONX,2018-08-08,91,77,0.0,10,15,2,3,False,1017
7950686,QUEENS,2018-08-08,91,77,0.0,10,15,2,3,False,859
7955160,RICHMOND / STATEN ISLAND,2018-08-09,89,75,0.57,10,26,3,3,False,203
7955116,BROOKLYN,2018-08-09,89,75,0.57,10,26,3,3,False,1235
7955108,BRONX,2018-08-09,89,75,0.57,10,26,3,3,False,1003
7955111,MANHATTAN,2018-08-09,89,75,0.57,10,26,3,3,False,1221
7955109,QUEENS,2018-08-09,89,75,0.57,10,26,3,3,False,857
7959627,BRONX,2018-08-10,90,76,0.0,10,14,4,3,False,959
7959629,MANHATTAN,2018-08-10,90,76,0.0,10,14,4,3,False,1260
7959676,RICHMOND / STATEN ISLAND,2018-08-10,90,76,0.0,10,14,4,3,False,211
7959635,BROOKLYN,2018-08-10,90,76,0.0,10,14,4,3,False,1266
7959637,QUEENS,2018-08-10,90,76,0.0,10,14,4,3,False,858
7964182,BRONX,2018-08-11,83,72,0.0,10,20,5,3,False,930
7964183,QUEENS,2018-08-11,83,72,0.0,10,20,5,3,False,803
7964185,MANHATTAN,2018-08-11,83,72,0.0,10,20,5,3,False,1015
7964181,BROOKLYN,2018-08-11,83,72,0.0,10,20,5,3,False,1108
7964199,RICHMOND / STATEN ISLAND,2018-08-11,83,72,0.0,10,20,5,3,False,175
7968243,RICHMOND / STATEN ISLAND,2018-08-12,83,73,1.47,10,14,6,3,False,155
7968212,QUEENS,2018-08-12,83,73,1.47,10,14,6,3,False,834
7968213,BRONX,2018-08-12,83,73,1.47,10,14,6,3,False,1022
7968214,MANHATTAN,2018-08-12,83,73,1.47,10,14,6,3,False,1032
7968217,BROOKLYN,2018-08-12,83,73,1.47,10,14,6,3,False,1179
7972475,RICHMOND / STATEN ISLAND,2018-08-13,76,72,0.0,10,18,0,3,False,170
7972440,MANHATTAN,2018-08-13,76,72,0.0,10,18,0,3,False,1023
7972437,QUEENS,2018-08-13,76,72,0.0,10,18,0,3,False,793
7972434,BRONX,2018-08-13,76,72,0.0,10,18,0,3,False,1009
7972441,BROOKLYN,2018-08-13,76,72,0.0,10,18,0,3,False,1218
7976647,BROOKLYN,2018-08-14,87,73,0.61,10,14,1,3,False,1126
7976648,MANHATTAN,2018-08-14,87,73,0.61,10,14,1,3,False,1050
7976649,BRONX,2018-08-14,87,73,0.61,10,14,1,3,False,1042
7976655,QUEENS,2018-08-14,87,73,0.61,10,14,1,3,False,807
7976672,RICHMOND / STATEN ISLAND,2018-08-14,87,73,0.61,10,14,1,3,False,135
7980808,QUEENS,2018-08-15,90,73,0.58,10,15,2,3,False,830
7980810,BROOKLYN,2018-08-15,90,73,0.58,10,15,2,3,False,1179
7980814,MANHATTAN,2018-08-15,90,73,0.58,10,15,2,3,False,1121
7980807,BRONX,2018-08-15,90,73,0.58,10,15,2,3,False,1016
7980911,RICHMOND / STATEN ISLAND,2018-08-15,90,73,0.58,10,15,2,3,False,196
7946144,MANHATTAN,2018-08-16,92,79,0.0,10,14,3,3,False,1199
7946137,BRONX,2018-08-16,92,79,0.0,10,14,3,3,False,1030
7946138,QUEENS,2018-08-16,92,79,0.0,10,14,3,3,False,905
7946139,BROOKLYN,2018-08-16,92,79,0.0,10,14,3,3,False,1223
7946152,RICHMOND / STATEN ISLAND,2018-08-16,92,79,0.0,10,14,3,3,False,192
7985193,RICHMOND / STATEN ISLAND,2018-08-17,90,76,0.0,10,30,4,3,False,178
7985158,BRONX,2018-08-17,90,76,0.0,10,30,4,3,False,1024
7985153,BROOKLYN,2018-08-17,90,76,0.0,10,30,4,3,False,1225
7985149,QUEENS,2018-08-17,90,76,0.0,10,30,4,3,False,853
7985152,MANHATTAN,2018-08-17,90,76,0.0,10,30,4,3,False,1286
8023517,MANHATTAN,2018-08-18,89,73,0.65,10,20,5,3,False,1042
8023521,BROOKLYN,2018-08-18,89,73,0.65,10,20,5,3,False,1191
8023530,RICHMOND / STATEN ISLAND,2018-08-18,89,73,0.65,10,20,5,3,False,176
8023515,BRONX,2018-08-18,89,73,0.65,10,20,5,3,False,1003
8023516,QUEENS,2018-08-18,89,73,0.65,10,20,5,3,False,810
8027737,QUEENS,2018-08-19,74,70,0.02,10,23,6,3,False,764
8027739,BROOKLYN,2018-08-19,74,70,0.02,10,23,6,3,False,1127
8027740,RICHMOND / STATEN ISLAND,2018-08-19,74,70,0.02,10,23,6,3,False,191
8027742,BRONX,2018-08-19,74,70,0.02,10,23,6,3,False,912
8027754,MANHATTAN,2018-08-19,74,70,0.02,10,23,6,3,False,920
7989725,MANHATTAN,2018-08-20,76,69,0.13,10,17,0,3,False,989
7989715,QUEENS,2018-08-20,76,69,0.13,10,17,0,3,False,838
7989716,BRONX,2018-08-20,76,69,0.13,10,17,0,3,False,971
7989721,BROOKLYN,2018-08-20,76,69,0.13,10,17,0,3,False,1078
7989723,RICHMOND / STATEN ISLAND,2018-08-20,76,69,0.13,10,17,0,3,False,160
8031651,MANHATTAN,2018-08-21,80,68,0.0,10,14,1,3,False,1028
8031655,BRONX,2018-08-21,80,68,0.0,10,14,1,3,False,922
8031801,RICHMOND / STATEN ISLAND,2018-08-21,80,68,0.0,10,14,1,3,False,161
8031652,BROOKLYN,2018-08-21,80,68,0.0,10,14,1,3,False,1253
8031658,QUEENS,2018-08-21,80,68,0.0,10,14,1,3,False,788
7993765,BROOKLYN,2018-08-22,86,73,0.35,10,17,2,3,False,1137
7993761,RICHMOND / STATEN ISLAND,2018-08-22,86,73,0.35,10,17,2,3,False,174
7993760,MANHATTAN,2018-08-22,86,73,0.35,10,17,2,3,False,1072
7993752,BRONX,2018-08-22,86,73,0.35,10,17,2,3,False,921
7993751,QUEENS,2018-08-22,86,73,0.35,10,17,2,3,False,752
7997807,MANHATTAN,2018-08-23,80,68,0.0,10,16,3,3,False,1106
7997808,QUEENS,2018-08-23,80,68,0.0,10,16,3,3,False,777
7997809,BRONX,2018-08-23,80,68,0.0,10,16,3,3,False,862
7997812,BROOKLYN,2018-08-23,80,68,0.0,10,16,3,3,False,1156
7997911,RICHMOND / STATEN ISLAND,2018-08-23,80,68,0.0,10,16,3,3,False,168
8001883,BROOKLYN,2018-08-24,84,70,0.0,10,16,4,3,False,1191
8001877,BRONX,2018-08-24,84,70,0.0,10,16,4,3,False,1065
8001878,QUEENS,2018-08-24,84,70,0.0,10,16,4,3,False,781
8001882,MANHATTAN,2018-08-24,84,70,0.0,10,16,4,3,False,1105
8001947,RICHMOND / STATEN ISLAND,2018-08-24,84,70,0.0,10,16,4,3,False,177
8006196,BRONX,2018-08-25,81,73,0.0,10,13,5,3,False,974
8006197,MANHATTAN,2018-08-25,81,73,0.0,10,13,5,3,False,1040
8006201,BROOKLYN,2018-08-25,81,73,0.0,10,13,5,3,False,1253
8006204,QUEENS,2018-08-25,81,73,0.0,10,13,5,3,False,797
8006228,RICHMOND / STATEN ISLAND,2018-08-25,81,73,0.0,10,13,5,3,False,154
8010414,MANHATTAN,2018-08-26,85,72,0.0,10,17,6,3,False,948
8010415,BRONX,2018-08-26,85,72,0.0,10,17,6,3,False,944
8010418,BROOKLYN,2018-08-26,85,72,0.0,10,17,6,3,False,1253
8010424,QUEENS,2018-08-26,85,72,0.0,10,17,6,3,False,830
8010427,RICHMOND / STATEN ISLAND,2018-08-26,85,72,0.0,10,17,6,3,False,173
8014562,MANHATTAN,2018-08-27,91,77,0.0,10,12,0,3,False,1131
8014589,RICHMOND / STATEN ISLAND,2018-08-27,91,77,0.0,10,12,0,3,False,183
8014572,BROOKLYN,2018-08-27,91,77,0.0,10,12,0,3,False,1224
8014564,BRONX,2018-08-27,91,77,0.0,10,12,0,3,False,979
8014563,QUEENS,2018-08-27,91,77,0.0,10,12,0,3,False,884
8019020,RICHMOND / STATEN ISLAND,2018-08-28,97,81,0.0,10,17,1,3,False,159
8018980,MANHATTAN,2018-08-28,97,81,0.0,10,17,1,3,False,1213
8018963,QUEENS,2018-08-28,97,81,0.0,10,17,1,3,False,875
8018964,BRONX,2018-08-28,97,81,0.0,10,17,1,3,False,1075
8018972,BROOKLYN,2018-08-28,97,81,0.0,10,17,1,3,False,1230
8035803,QUEENS,2018-08-29,97,84,0.0,10,18,2,3,False,840
8035804,BRONX,2018-08-29,97,84,0.0,10,18,2,3,False,1036
8035805,BROOKLYN,2018-08-29,97,84,0.0,10,18,2,3,False,1319
8035807,MANHATTAN,2018-08-29,97,84,0.0,10,18,2,3,False,1130
8035816,RICHMOND / STATEN ISLAND,2018-08-29,97,84,0.0,10,18,2,3,False,155
8040283,RICHMOND / STATEN ISLAND,2018-08-30,90,80,0.0,10,15,3,3,False,182
8040284,BRONX,2018-08-30,90,80,0.0,10,15,3,3,False,968
8040290,MANHATTAN,2018-08-30,90,80,0.0,10,15,3,3,False,1172
8040291,BROOKLYN,2018-08-30,90,80,0.0,10,15,3,3,False,1212
8040303,QUEENS,2018-08-30,90,80,0.0,10,15,3,3,False,838
8044661,QUEENS,2018-08-31,79,73,0.0,10,17,4,3,False,737
8044658,RICHMOND / STATEN ISLAND,2018-08-31,79,73,0.0,10,17,4,3,False,145
8044656,BRONX,2018-08-31,79,73,0.0,10,17,4,3,False,987
8044657,BROOKLYN,2018-08-31,79,73,0.0,10,17,4,3,False,1120
8044655,MANHATTAN,2018-08-31,79,73,0.0,10,17,4,3,False,1093
8048737,QUEENS,2018-09-01,78,70,0.02,10,14,5,4,False,780
8048739,BRONX,2018-09-01,78,70,0.02,10,14,5,4,False,954
8048742,BROOKLYN,2018-09-01,78,70,0.02,10,14,5,4,False,1230
8048747,MANHATTAN,2018-09-01,78,70,0.02,10,14,5,4,False,1066
8048758,RICHMOND / STATEN ISLAND,2018-09-01,78,70,0.02,10,14,5,4,False,161
8052955,RICHMOND / STATEN ISLAND,2018-09-02,82,71,0.0,10,14,6,4,False,182
8052936,BROOKLYN,2018-09-02,82,71,0.0,10,14,6,4,False,1099
8052930,MANHATTAN,2018-09-02,82,71,0.0,10,14,6,4,False,984
8052929,QUEENS,2018-09-02,82,71,0.0,10,14,6,4,False,845
8052928,BRONX,2018-09-02,82,71,0.0,10,14,6,4,False,976
8057014,QUEENS,2018-09-03,92,77,0.0,10,15,0,4,True,864
8057016,BRONX,2018-09-03,92,77,0.0,10,15,0,4,True,997
8057025,MANHATTAN,2018-09-03,92,77,0.0,10,15,0,4,True,999
8057026,BROOKLYN,2018-09-03,92,77,0.0,10,15,0,4,True,1510
8057034,RICHMOND / STATEN ISLAND,2018-09-03,92,77,0.0,10,15,0,4,True,176
8061593,RICHMOND / STATEN ISLAND,2018-09-04,92,80,0.0,10,12,1,4,False,183
8061564,QUEENS,2018-09-04,92,80,0.0,10,12,1,4,False,823
8061562,BRONX,2018-09-04,92,80,0.0,10,12,1,4,False,1078
8061561,MANHATTAN,2018-09-04,92,80,0.0,10,12,1,4,False,1165
8061560,BROOKLYN,2018-09-04,92,80,0.0,10,12,1,4,False,1354
8066163,BROOKLYN,2018-09-05,90,79,0.0,10,15,2,4,False,1225
8066164,BRONX,2018-09-05,90,79,0.0,10,15,2,4,False,995
8066165,MANHATTAN,2018-09-05,90,79,0.0,10,15,2,4,False,1154
8066172,RICHMOND / STATEN ISLAND,2018-09-05,90,79,0.0,10,15,2,4,False,194
8066173,QUEENS,2018-09-05,90,79,0.0,10,15,2,4,False,795
8070526,BROOKLYN,2018-09-06,96,77,0.0,10,15,3,4,False,1285
8070527,QUEENS,2018-09-06,96,77,0.0,10,15,3,4,False,843
8070528,BRONX,2018-09-06,96,77,0.0,10,15,3,4,False,1005
8070529,MANHATTAN,2018-09-06,96,77,0.0,10,15,3,4,False,1198
